        eigs         occs          dos      l_degen     k_int_wt 
 1.45794e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 1.48069e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.49600e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.50147e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.50395e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.51732e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.52794e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.52891e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.52898e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.53259e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.55688e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.56877e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.58002e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 1.59831e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.60406e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.60979e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.61157e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.61932e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.62031e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.63437e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 1.64284e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 1.65985e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.68051e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.68052e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.68275e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.69629e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.70686e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.70781e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.71146e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.71316e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.74097e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.75827e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.76398e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 1.78219e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.79326e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.79349e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.79538e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.80309e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.80404e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 1.82338e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 1.83733e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 1.84873e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 1.86931e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 1.87132e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 1.87467e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 1.88501e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 1.89552e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 1.89641e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 1.90008e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 1.90711e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 1.93476e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 1.95740e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 1.95768e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 1.97581e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 1.98696e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 1.98895e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 1.99215e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 1.99661e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 1.99753e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 2.02211e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 2.04143e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 2.04734e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 2.06783e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 2.06964e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
 2.07851e+02  1.00000e-12  1.00000e+00  7.00000e+01  1.00000e+00
 2.08347e+02  1.00000e-12  1.00000e+00  3.40000e+01  1.00000e+00
 2.09394e+02  1.00000e-12  1.00000e+00  2.60000e+01  1.00000e+00
 2.09476e+02  1.00000e-12  1.00000e+00  1.00000e+01  1.00000e+00
 2.09846e+02  1.00000e-12  1.00000e+00  1.80000e+01  1.00000e+00
 2.11076e+02  1.00000e-12  1.00000e+00  6.20000e+01  1.00000e+00
 2.13829e+02  1.00000e-12  1.00000e+00  5.40000e+01  1.00000e+00
 2.16111e+02  1.00000e-12  1.00000e+00  4.60000e+01  1.00000e+00
 2.16618e+02  1.00000e-12  1.00000e+00  7.40000e+01  1.00000e+00
 2.17917e+02  1.00000e-12  1.00000e+00  3.80000e+01  1.00000e+00
 2.19018e+02  1.00000e-12  1.00000e+00  6.00000e+00  1.00000e+00
 2.19226e+02  1.00000e-12  1.00000e+00  3.00000e+01  1.00000e+00
 2.19988e+02  1.00000e-12  1.00000e+00  2.20000e+01  1.00000e+00
 2.20073e+02  1.00000e-12  1.00000e+00  6.60000e+01  1.00000e+00
 2.20077e+02  1.00000e-12  1.00000e+00  1.40000e+01  1.00000e+00
 2.23054e+02  1.00000e-12  1.00000e+00  5.80000e+01  1.00000e+00
 2.25517e+02  1.00000e-12  1.00000e+00  7.80000e+01  1.00000e+00
 2.25567e+02  1.00000e-12  1.00000e+00  5.00000e+01  1.00000e+00
 2.27610e+02  1.00000e-12  1.00000e+00  4.20000e+01  1.00000e+00
 2.27773e+02  1.00000e-12  1.00000e+00  2.00000e+00  1.00000e+00
